Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Rep_Period,START_SUBPERIODS,INTERIOR_SUBPERIODS,Rel_TimeStep
50000,1,1,1,4,8736,43680.0,1,13041.801464721246,1,1,0,1
,,,,,,78624.0,2,12533.20765588227,1,0,1,1
,,,,,,34944.0,3,12307.583350167399,1,0,1,1
,,,,,,43680.0,4,12289.798869135599,1,0,1,1
,,,,,,,5,12588.41483360622,1,0,1,1
,,,,,,,6,13635.44944136108,1,0,1,1
,,,,,,,7,15423.882812085501,1,0,1,1
,,,,,,,8,16178.723356771969,1,0,1,1
,,,,,,,9,16685.506563887557,1,0,1,1
,,,,,,,10,17287.827195344296,1,0,1,1
,,,,,,,11,16714.600688710772,1,0,1,1
,,,,,,,12,16900.97405073072,1,0,1,1
,,,,,,,13,16440.84986377116,1,0,1,1
,,,,,,,14,16280.919913493733,1,0,1,1
,,,,,,,15,16065.120107222181,1,0,1,1
,,,,,,,16,16141.290857146827,1,0,1,1
,,,,,,,17,16494.813049298587,1,0,1,1
,,,,,,,18,18174.422100306205,1,0,1,1
,,,,,,,19,17748.97480850809,1,0,1,1
,,,,,,,20,17419.986416752257,1,0,1,1
,,,,,,,21,17357.652506744038,1,0,1,1
,,,,,,,22,16431.012620514954,1,0,1,1
,,,,,,,23,15989.349316963555,1,0,1,1
,,,,,,,24,14598.434681946632,1,0,1,1
,,,,,,,25,13682.819174158933,1,0,1,1
,,,,,,,26,13312.419272277017,1,0,1,1
,,,,,,,27,13068.937943826213,1,0,1,1
,,,,,,,28,13195.358528261393,1,0,1,1
,,,,,,,29,13396.923495537094,1,0,1,1
,,,,,,,30,14724.310223307526,1,0,1,1
,,,,,,,31,17196.85303631033,1,0,1,1
,,,,,,,32,18428.91310279891,1,0,1,1
,,,,,,,33,18626.934309798457,1,0,1,1
,,,,,,,34,18438.05139693288,1,0,1,1
,,,,,,,35,18312.85519882824,1,0,1,1
,,,,,,,36,18223.891621350675,1,0,1,1
,,,,,,,37,17690.953208722498,1,0,1,1
,,,,,,,38,17499.387233097354,1,0,1,1
,,,,,,,39,16985.554736868125,1,0,1,1
,,,,,,,40,16894.49725290374,1,0,1,1
,,,,,,,41,17720.2786827643,1,0,1,1
,,,,,,,42,18735.143005323444,1,0,1,1
,,,,,,,43,17908.68027162003,1,0,1,1
,,,,,,,44,17878.12747036779,1,0,1,1
,,,,,,,45,17317.82417029596,1,0,1,1
,,,,,,,46,16746.576875833267,1,0,1,1
,,,,,,,47,15705.857317511045,1,0,1,1
,,,,,,,48,14541.546301214768,1,0,1,1
,,,,,,,49,13830.91502372994,1,0,1,1
,,,,,,,50,13312.347710866185,1,0,1,1
,,,,,,,51,13124.720553716721,1,0,1,1
,,,,,,,52,13195.307553009843,1,0,1,1
,,,,,,,53,13396.41864448807,1,0,1,1
